Host_protein	Pathogen_Protein	Host_taxid	Pathogen_taxid	Pathogen_category
Q16543	B4URF7	taxid:9606(Homo sapiens)	taxid:381518(Influenza A virus (A/Wilson-Smith/1933(H1N1)))	VIRUS
Q16543	P03454	taxid:9606(Homo sapiens)	taxid:381518(Influenza A virus (A/Wilson-Smith/1933(H1N1)))	VIRUS
P09001	YP_009227196	taxid:9606(Homo sapiens)	taxid:64320(Zika virus)	VIRUS
P09001	P29991-PRO_0000037936	taxid:9606(Homo sapiens)	taxid:31635(Dengue virus 2 16681-PDK53)	VIRUS
P42766	YP_009227198	taxid:9606(Homo sapiens)	taxid:64320(Zika virus)	VIRUS
P42766	Q1K9H2	taxid:9606(Homo sapiens)	taxid:381518(Influenza A virus (A/Wilson-Smith/1933(H1N1)))	VIRUS
P42766	YP_009227196	taxid:9606(Homo sapiens)	taxid:64320(Zika virus)	VIRUS
P42766	P03430	taxid:9606(Homo sapiens)	taxid:381518(Influenza A virus (A/Wilson-Smith/1933(H1N1)))	VIRUS
P42766	P03470	taxid:9606(Homo sapiens)	taxid:381518(Influenza A virus (A/Wilson-Smith/1933(H1N1)))	VIRUS
P42766	YP_009227201	taxid:9606(Homo sapiens)	taxid:64320(Zika virus)	VIRUS
P42766	Q20MH3	taxid:9606(Homo sapiens)	taxid:381518(Influenza A virus (A/Wilson-Smith/1933(H1N1)))	VIRUS
P42766	A0A218M2D5	taxid:9606(Homo sapiens)	taxid:11624(Lymphocytic choriomeningitis virus (strain Armstrong))	VIRUS
P42766	P05777	taxid:9606(Homo sapiens)	taxid:381518(Influenza A virus (A/Wilson-Smith/1933(H1N1)))	VIRUS
P42766	Q20MH3	taxid:9606(Homo sapiens)	taxid:381518(Influenza A virus (A/Wilson-Smith/1933(H1N1)))	VIRUS
P42766	P05780	taxid:9606(Homo sapiens)	taxid:381518(Influenza A virus (A/Wilson-Smith/1933(H1N1)))	VIRUS
P42766	P03454	taxid:9606(Homo sapiens)	taxid:381518(Influenza A virus (A/Wilson-Smith/1933(H1N1)))	VIRUS
P42766	YP_009227204	taxid:9606(Homo sapiens)	taxid:64320(Zika virus)	VIRUS
P42766	YP_009227200	taxid:9606(Homo sapiens)	taxid:64320(Zika virus)	VIRUS
P42766	Q77M19	taxid:9606(Homo sapiens)	taxid:132487(Measles virus strain Schwarz)	VIRUS
P42766	YP_009227197	taxid:9606(Homo sapiens)	taxid:64320(Zika virus)	VIRUS
P42766	YP_009227202	taxid:9606(Homo sapiens)	taxid:64320(Zika virus)	VIRUS
P42766	Q1HVF7	taxid:9606(Homo sapiens)	taxid:82830(Epstein-barr virus strain ag876)	VIRUS
P42766	P03427	taxid:9606(Homo sapiens)	taxid:381518(Influenza A virus (A/Wilson-Smith/1933(H1N1)))	VIRUS
P42766	Q82506	taxid:9606(Homo sapiens)	taxid:381518(Influenza A virus (A/Wilson-Smith/1933(H1N1)))	VIRUS
P42766	YP_009227199	taxid:9606(Homo sapiens)	taxid:64320(Zika virus)	VIRUS
Q99653	Q9WB91	taxid:9606(Homo sapiens)	taxid:11706(HIV-1 M:B_HXB2R)	VIRUS
Q99653	P03452	taxid:9606(Homo sapiens)	taxid:211044(Influenza A virus (A/Puerto Rico/8/34(H1N1)))	VIRUS
Q99653	P06821	taxid:9606(Homo sapiens)	taxid:211044(Influenza A virus (A/Puerto Rico/8/34(H1N1)))	VIRUS
Q99653	B9UPF3	taxid:9606(Homo sapiens)	taxid:10580(Human papillomavirus type 11)	VIRUS
Q99653	P0C6Z1	taxid:9606(Homo sapiens)	taxid:82830(Epstein-barr virus strain ag876)	VIRUS
Q99653	P29991-PRO_0000037944	taxid:9606(Homo sapiens)	taxid:31635(Dengue virus 2 16681-PDK53)	VIRUS
Q99653	P0C737	taxid:9606(Homo sapiens)	taxid:82830(Epstein-barr virus strain ag876)	VIRUS
Q99653	P03468	taxid:9606(Homo sapiens)	taxid:211044(Influenza A virus (A/Puerto Rico/8/34(H1N1)))	VIRUS
Q99653	Q1K9H5	taxid:9606(Homo sapiens)	taxid:381518(Influenza A virus (A/Wilson-Smith/1933(H1N1)))	VIRUS
Q99653	P0CK57	taxid:9606(Homo sapiens)	taxid:82830(Epstein-barr virus strain ag876)	VIRUS
Q99653	P29990-PRO_0000037929	taxid:9606(Homo sapiens)	taxid:31634(Dengue virus 2 Thailand/16681/84)	VIRUS
Q99653	Q77M19	taxid:9606(Homo sapiens)	taxid:132487(Measles virus strain Schwarz)	VIRUS
Q99653	P06460	taxid:9606(Homo sapiens)	taxid:10600(Human papillomavirus type 6b)	VIRUS
Q99653	YP_009227196	taxid:9606(Homo sapiens)	taxid:64320(Zika virus)	VIRUS
Q99653	YP_009227203	taxid:9606(Homo sapiens)	taxid:64320(Zika virus)	VIRUS
Q8WWM7	P03427	taxid:9606(Homo sapiens)	taxid:381518(Influenza A virus (A/Wilson-Smith/1933(H1N1)))	VIRUS
Q8WWM7	Q77M19	taxid:9606(Homo sapiens)	taxid:132487(Measles virus strain Schwarz)	VIRUS
Q8WWM7	P15682	taxid:9606(Homo sapiens)	taxid:381518(Influenza A virus (A/Wilson-Smith/1933(H1N1)))	VIRUS
Q8WWM7	P15659	taxid:9606(Homo sapiens)	taxid:381518(Influenza A virus (A/Wilson-Smith/1933(H1N1)))	VIRUS
Q8WWM7	P03470	taxid:9606(Homo sapiens)	taxid:381518(Influenza A virus (A/Wilson-Smith/1933(H1N1)))	VIRUS
Q8WWM7	P09992	taxid:9606(Homo sapiens)	taxid:11624(Lymphocytic choriomeningitis virus (strain Armstrong))	VIRUS
Q96T60	P04620	taxid:9606(Homo sapiens)	taxid:11686(Human immunodeficiency virus type 1 (BRU ISOLATE))	VIRUS
Q9HCN4	P36801	taxid:9606(Homo sapiens)	taxid:10621(Human papillomavirus type 9)	VIRUS
Q9HCN4	P04620	taxid:9606(Homo sapiens)	taxid:11686(Human immunodeficiency virus type 1 (BRU ISOLATE))	VIRUS
Q9HCN4	Q20MH8	taxid:9606(Homo sapiens)	taxid:381518(Influenza A virus (A/Wilson-Smith/1933(H1N1)))	VIRUS
Q99623	Q99IB8-PRO_0000045596	taxid:9606(Homo sapiens)	taxid:356411(Hepatitis C virus JFH-1)	VIRUS
Q99623	P03454	taxid:9606(Homo sapiens)	taxid:381518(Influenza A virus (A/Wilson-Smith/1933(H1N1)))	VIRUS
Q99623	P06927	taxid:9606(Homo sapiens)	taxid:333760(Human papillomavirus type 16)	VIRUS
Q99623	P03126	taxid:9606(Homo sapiens)	taxid:333760(Human papillomavirus type 16)	VIRUS
Q99623	P29990-PRO_0000037929	taxid:9606(Homo sapiens)	taxid:31634(Dengue virus 2 Thailand/16681/84)	VIRUS
Q99623	Q77M19	taxid:9606(Homo sapiens)	taxid:132487(Measles virus strain Schwarz)	VIRUS
Q99623	P06427	taxid:9606(Homo sapiens)	taxid:10586(Human papillomavirus type 33)	VIRUS
Q99623	NP_579895	taxid:9606(Homo sapiens)	taxid:11676(Human immunodeficiency virus 1)	VIRUS
Q99623	P88970	taxid:9606(Homo sapiens)	taxid:37296(Human herpesvirus 8)	VIRUS
Q99623	Q1HVJ2	taxid:9606(Homo sapiens)	taxid:82830(Epstein-barr virus strain ag876)	VIRUS
Q99623	P15682	taxid:9606(Homo sapiens)	taxid:381518(Influenza A virus (A/Wilson-Smith/1933(H1N1)))	VIRUS
Q99623	P05777	taxid:9606(Homo sapiens)	taxid:381518(Influenza A virus (A/Wilson-Smith/1933(H1N1)))	VIRUS
Q99623	P03470	taxid:9606(Homo sapiens)	taxid:381518(Influenza A virus (A/Wilson-Smith/1933(H1N1)))	VIRUS
Q99623	P06460	taxid:9606(Homo sapiens)	taxid:10600(Human papillomavirus type 6b)	VIRUS
Q99623	P17385	taxid:9606(Homo sapiens)	taxid:10585(Human papillomavirus type 31)	VIRUS
Q99623	B9UPF3	taxid:9606(Homo sapiens)	taxid:10580(Human papillomavirus type 11)	VIRUS
Q99623	Q05320	taxid:9606(Homo sapiens)	taxid:128952(Zaire ebolavirus - Mayinga (Zaire, 1976))	VIRUS
Q99623	Q20MH8	taxid:9606(Homo sapiens)	taxid:381518(Influenza A virus (A/Wilson-Smith/1933(H1N1)))	VIRUS
Q99623	P06792	taxid:9606(Homo sapiens)	taxid:333761(Human papillomavirus type 18)	VIRUS
Q99623	P03427	taxid:9606(Homo sapiens)	taxid:381518(Influenza A virus (A/Wilson-Smith/1933(H1N1)))	VIRUS
P12532	YP_009227196	taxid:9606(Homo sapiens)	taxid:64320(Zika virus)	VIRUS
P12532	NP_705928	taxid:9606(Homo sapiens)	taxid:11676(Human immunodeficiency virus 1)	VIRUS
Q96CW1	P03470	taxid:9606(Homo sapiens)	taxid:381518(Influenza A virus (A/Wilson-Smith/1933(H1N1)))	VIRUS
Q96CW1	P06464	taxid:9606(Homo sapiens)	taxid:10600(Human papillomavirus type 6b)	VIRUS
Q96CW1	YP_009227196	taxid:9606(Homo sapiens)	taxid:64320(Zika virus)	VIRUS
Q96CW1	P03427	taxid:9606(Homo sapiens)	taxid:381518(Influenza A virus (A/Wilson-Smith/1933(H1N1)))	VIRUS
Q96CW1	P03129	taxid:9606(Homo sapiens)	taxid:333760(Human papillomavirus type 16)	VIRUS
Q96CW1	P05777	taxid:9606(Homo sapiens)	taxid:381518(Influenza A virus (A/Wilson-Smith/1933(H1N1)))	VIRUS
Q96CW1	P15682	taxid:9606(Homo sapiens)	taxid:381518(Influenza A virus (A/Wilson-Smith/1933(H1N1)))	VIRUS
Q96CW1	B8ZX42	taxid:9606(Homo sapiens)	taxid:493803(Merkel cell polyomavirus)	VIRUS
Q96CW1	P17387	taxid:9606(Homo sapiens)	taxid:10585(Human papillomavirus type 31)	VIRUS
Q96BP2	P04618	taxid:9606(Homo sapiens)	taxid:11706(HIV-1 M:B_HXB2R)	VIRUS
Q00610	Q1HVI8	taxid:9606(Homo sapiens)	taxid:82830(Epstein-barr virus strain ag876)	VIRUS
Q00610	P09992	taxid:9606(Homo sapiens)	taxid:11624(Lymphocytic choriomeningitis virus (strain Armstrong))	VIRUS
Q00610	P03496	taxid:9606(Homo sapiens)	taxid:211044(Influenza A virus (A/Puerto Rico/8/34(H1N1)))	VIRUS
Q00610	A0A218M2D5	taxid:9606(Homo sapiens)	taxid:11624(Lymphocytic choriomeningitis virus (strain Armstrong))	VIRUS
Q00610	P03470	taxid:9606(Homo sapiens)	taxid:381518(Influenza A virus (A/Wilson-Smith/1933(H1N1)))	VIRUS
Q00610	P06821	taxid:9606(Homo sapiens)	taxid:211044(Influenza A virus (A/Puerto Rico/8/34(H1N1)))	VIRUS
Q00610	P05777	taxid:9606(Homo sapiens)	taxid:381518(Influenza A virus (A/Wilson-Smith/1933(H1N1)))	VIRUS
Q00610	P15682	taxid:9606(Homo sapiens)	taxid:381518(Influenza A virus (A/Wilson-Smith/1933(H1N1)))	VIRUS
Q00610	P05780	taxid:9606(Homo sapiens)	taxid:381518(Influenza A virus (A/Wilson-Smith/1933(H1N1)))	VIRUS
Q00610	P03468	taxid:9606(Homo sapiens)	taxid:211044(Influenza A virus (A/Puerto Rico/8/34(H1N1)))	VIRUS
Q00610	Q9WMX2-PRO_0000037552	taxid:9606(Homo sapiens)	taxid:333284(Hepatitis C virus (isolate Con1))	VIRUS
Q00610	Q1K9H5	taxid:9606(Homo sapiens)	taxid:381518(Influenza A virus (A/Wilson-Smith/1933(H1N1)))	VIRUS
Q00610	P03454	taxid:9606(Homo sapiens)	taxid:381518(Influenza A virus (A/Wilson-Smith/1933(H1N1)))	VIRUS
Q71DI3	P03433	taxid:9606(Homo sapiens)	taxid:211044(Influenza A virus (A/Puerto Rico/8/34(H1N1)))	VIRUS
Q71DI3	P03431	taxid:9606(Homo sapiens)	taxid:211044(Influenza A virus (A/Puerto Rico/8/34(H1N1)))	VIRUS
Q71DI3	P03428	taxid:9606(Homo sapiens)	taxid:211044(Influenza A virus (A/Puerto Rico/8/34(H1N1)))	VIRUS
Q71DI3	Q89268	taxid:9606(Homo sapiens)	taxid:648242(Adeno-associated virus 2 Srivastava/1982   )	VIRUS
Q71DI3	P03508	taxid:9606(Homo sapiens)	taxid:211044(Influenza A virus (A/Puerto Rico/8/34(H1N1)))	VIRUS
Q96DA6	P29996	taxid:9606(Homo sapiens)	taxid:31762(Hepatitis delta virus (ISOLATE D380))	VIRUS
P21964	B4URE7	taxid:9606(Homo sapiens)	taxid:381518(Influenza A virus (A/Wilson-Smith/1933(H1N1)))	VIRUS
P21964	Q20MH8	taxid:9606(Homo sapiens)	taxid:381518(Influenza A virus (A/Wilson-Smith/1933(H1N1)))	VIRUS
P21964	P03468	taxid:9606(Homo sapiens)	taxid:211044(Influenza A virus (A/Puerto Rico/8/34(H1N1)))	VIRUS
P21964	P06461	taxid:9606(Homo sapiens)	taxid:10600(Human papillomavirus type 6b)	VIRUS
P21964	P03452	taxid:9606(Homo sapiens)	taxid:211044(Influenza A virus (A/Puerto Rico/8/34(H1N1)))	VIRUS
P21964	A0A0C7TUY8	taxid:9606(Homo sapiens)	taxid:10376(Human herpesvirus 4)	VIRUS
P21964	A0A288CFT1	taxid:9606(Homo sapiens)	taxid:11706(HIV-1 M:B_HXB2R)	VIRUS
P21964	P0CK48	taxid:9606(Homo sapiens)	taxid:82830(Epstein-barr virus strain ag876)	VIRUS
P21964	P06792	taxid:9606(Homo sapiens)	taxid:333761(Human papillomavirus type 18)	VIRUS
P21964	P0C737	taxid:9606(Homo sapiens)	taxid:82830(Epstein-barr virus strain ag876)	VIRUS
P21964	P06460	taxid:9606(Homo sapiens)	taxid:10600(Human papillomavirus type 6b)	VIRUS
P21964	P29991-PRO_0000037944	taxid:9606(Homo sapiens)	taxid:31635(Dengue virus 2 16681-PDK53)	VIRUS
P13073	O36551	taxid:9606(Homo sapiens)	taxid:37296(Human herpesvirus 8)	VIRUS
P13073	P04578	taxid:9606(Homo sapiens)	taxid:11706(HIV-1 M:B_HXB2R)	VIRUS
P13073	Q76R62	taxid:9606(Homo sapiens)	taxid:928302(Hepatitis B virus C/ayr human/Japan/Okamoto)	VIRUS
P13073	NP_579895	taxid:9606(Homo sapiens)	taxid:11676(Human immunodeficiency virus 1)	VIRUS
P13073	Q77M19	taxid:9606(Homo sapiens)	taxid:132487(Measles virus strain Schwarz)	VIRUS
P13073	P36801	taxid:9606(Homo sapiens)	taxid:10621(Human papillomavirus type 9)	VIRUS
P13073	P06428	taxid:9606(Homo sapiens)	taxid:10579(Human papillomavirus type 8)	VIRUS
P14854	NP_579895	taxid:9606(Homo sapiens)	taxid:11676(Human immunodeficiency virus 1)	VIRUS
P14854	P29991-PRO_0000037941	taxid:9606(Homo sapiens)	taxid:31635(Dengue virus 2 16681-PDK53)	VIRUS
P14406	O36551	taxid:9606(Homo sapiens)	taxid:37296(Human herpesvirus 8)	VIRUS
P14406	P29991-PRO_0000037941	taxid:9606(Homo sapiens)	taxid:31635(Dengue virus 2 16681-PDK53)	VIRUS
P23786	Q77M19	taxid:9606(Homo sapiens)	taxid:132487(Measles virus strain Schwarz)	VIRUS
Q96FJ2	P08543	taxid:9606(Homo sapiens)	taxid:10299(Herpes simplex virus (type 1 / strain 17))	VIRUS
Q96FJ2	Q20MD1	taxid:9606(Homo sapiens)	taxid:385599(Influenza A virus (A/udorn/1972(H3N2)))	VIRUS
Q96FJ2	Q05127	taxid:9606(Homo sapiens)	taxid:128952(Zaire ebolavirus - Mayinga (Zaire, 1976))	VIRUS
Q96FJ2	P08543	taxid:9606(Homo sapiens)	taxid:10299(Herpes simplex virus (type 1 / strain 17))	VIRUS
Q96AJ9	NP_579895	taxid:9606(Homo sapiens)	taxid:11676(Human immunodeficiency virus 1)	VIRUS
P55060	Q2HRD4	taxid:9606(Homo sapiens)	taxid:868565(Human herpesvirus 8 strain GK18)	VIRUS
P55060	P03470	taxid:9606(Homo sapiens)	taxid:381518(Influenza A virus (A/Wilson-Smith/1933(H1N1)))	VIRUS
P55060	P17385	taxid:9606(Homo sapiens)	taxid:10585(Human papillomavirus type 31)	VIRUS
P55060	Q1HVI8	taxid:9606(Homo sapiens)	taxid:82830(Epstein-barr virus strain ag876)	VIRUS
P55060	O92835	taxid:9606(Homo sapiens)	taxid:11060(Dengue virus 2)	VIRUS
P55060	P05780	taxid:9606(Homo sapiens)	taxid:381518(Influenza A virus (A/Wilson-Smith/1933(H1N1)))	VIRUS
P55060	P29990-PRO_0000037929	taxid:9606(Homo sapiens)	taxid:31634(Dengue virus 2 Thailand/16681/84)	VIRUS
P55060	Q8AZK7	taxid:9606(Homo sapiens)	taxid:10377(Human herpesvirus 4 (strain B95-8))	VIRUS
P55060	Q20MH8	taxid:9606(Homo sapiens)	taxid:381518(Influenza A virus (A/Wilson-Smith/1933(H1N1)))	VIRUS
P55060	P05777	taxid:9606(Homo sapiens)	taxid:381518(Influenza A virus (A/Wilson-Smith/1933(H1N1)))	VIRUS
P55060	Q77M19	taxid:9606(Homo sapiens)	taxid:132487(Measles virus strain Schwarz)	VIRUS
P19784	P04618	taxid:9606(Homo sapiens)	taxid:11706(HIV-1 M:B_HXB2R)	VIRUS
P19784	Q1HVF7	taxid:9606(Homo sapiens)	taxid:82830(Epstein-barr virus strain ag876)	VIRUS
P19784	P04620	taxid:9606(Homo sapiens)	taxid:11686(Human immunodeficiency virus type 1 (BRU ISOLATE))	VIRUS
P67870	Q99IB8-PRO_0000045592	taxid:9606(Homo sapiens)	taxid:356411(Hepatitis C virus JFH-1)	VIRUS
P67870	Q9WMX2-PRO_0000037548	taxid:9606(Homo sapiens)	taxid:333284(Hepatitis C virus (isolate Con1))	VIRUS
P67870	B8ZX42	taxid:9606(Homo sapiens)	taxid:493803(Merkel cell polyomavirus)	VIRUS
P67870	Q1HVF7	taxid:9606(Homo sapiens)	taxid:82830(Epstein-barr virus strain ag876)	VIRUS
P67870	P04620	taxid:9606(Homo sapiens)	taxid:11686(Human immunodeficiency virus type 1 (BRU ISOLATE))	VIRUS
P67870	YP_009227205	taxid:9606(Homo sapiens)	taxid:64320(Zika virus)	VIRUS
P67870	P04618	taxid:9606(Homo sapiens)	taxid:11706(HIV-1 M:B_HXB2R)	VIRUS
P07339	P03470	taxid:9606(Homo sapiens)	taxid:381518(Influenza A virus (A/Wilson-Smith/1933(H1N1)))	VIRUS
P07339	Q32ZE1-PRO_0000435842	taxid:9606(Homo sapiens)	taxid:64320(Zika virus)	VIRUS
P07339	P10191	taxid:9606(Homo sapiens)	taxid:10299(Herpes simplex virus (type 1 / strain 17))	VIRUS
P07339	P10191	taxid:9606(Homo sapiens)	taxid:10299(Herpes simplex virus (type 1 / strain 17))	VIRUS
P07339	Q9WC28	taxid:9606(Homo sapiens)	taxid:512346(Hepatitis E virus human/g1/India/Hyderabad)	VIRUS
P07339	P04578	taxid:9606(Homo sapiens)	taxid:11706(HIV-1 M:B_HXB2R)	VIRUS
P07339	P06929	taxid:9606(Homo sapiens)	taxid:10583(Human papillomavirus type 1a)	VIRUS
P07339	P06428	taxid:9606(Homo sapiens)	taxid:10579(Human papillomavirus type 8)	VIRUS
P07339	P06429	taxid:9606(Homo sapiens)	taxid:10586(Human papillomavirus type 33)	VIRUS
P07339	P06427	taxid:9606(Homo sapiens)	taxid:10586(Human papillomavirus type 33)	VIRUS
Q8N0U8	YP_009227203	taxid:9606(Homo sapiens)	taxid:64320(Zika virus)	VIRUS
Q8N0U8	A0A024B7W1-PRO_0000443029	taxid:9606(Homo sapiens)	taxid:2043570(Zika virus ZIKV/H. sapiens/FrenchPolynesia/10087PF/2013)	VIRUS
Q8N0U8	YP_009227204	taxid:9606(Homo sapiens)	taxid:64320(Zika virus)	VIRUS
Q8N0U8	P29991-PRO_0000037944	taxid:9606(Homo sapiens)	taxid:31635(Dengue virus 2 16681-PDK53)	VIRUS
Q8N0U8	F5HAD1	taxid:9606(Homo sapiens)	taxid:868565(Human herpesvirus 8 strain GK18)	VIRUS
Q8N0U8	YP_009227201	taxid:9606(Homo sapiens)	taxid:64320(Zika virus)	VIRUS
Q8N0U8	P06460	taxid:9606(Homo sapiens)	taxid:10600(Human papillomavirus type 6b)	VIRUS
Q8N0U8	P17385	taxid:9606(Homo sapiens)	taxid:10585(Human papillomavirus type 31)	VIRUS
Q8N0U8	YP_009227198	taxid:9606(Homo sapiens)	taxid:64320(Zika virus)	VIRUS
Q8N0U8	YP_009227200	taxid:9606(Homo sapiens)	taxid:64320(Zika virus)	VIRUS
Q8N0U8	YP_009227196	taxid:9606(Homo sapiens)	taxid:64320(Zika virus)	VIRUS
Q8N0U8	P06461	taxid:9606(Homo sapiens)	taxid:10600(Human papillomavirus type 6b)	VIRUS
P14868	P03454	taxid:9606(Homo sapiens)	taxid:381518(Influenza A virus (A/Wilson-Smith/1933(H1N1)))	VIRUS
P14868	Q89268	taxid:9606(Homo sapiens)	taxid:648242(Adeno-associated virus 2 Srivastava/1982   )	VIRUS
P14868	P05780	taxid:9606(Homo sapiens)	taxid:381518(Influenza A virus (A/Wilson-Smith/1933(H1N1)))	VIRUS
P14868	P05777	taxid:9606(Homo sapiens)	taxid:381518(Influenza A virus (A/Wilson-Smith/1933(H1N1)))	VIRUS
P14868	P03470	taxid:9606(Homo sapiens)	taxid:381518(Influenza A virus (A/Wilson-Smith/1933(H1N1)))	VIRUS
P14868	P0CK57	taxid:9606(Homo sapiens)	taxid:82830(Epstein-barr virus strain ag876)	VIRUS
P14868	Q77M19	taxid:9606(Homo sapiens)	taxid:132487(Measles virus strain Schwarz)	VIRUS
P14868	P03468	taxid:9606(Homo sapiens)	taxid:211044(Influenza A virus (A/Puerto Rico/8/34(H1N1)))	VIRUS
P14868	Q20MH8	taxid:9606(Homo sapiens)	taxid:381518(Influenza A virus (A/Wilson-Smith/1933(H1N1)))	VIRUS
P14868	Q8AZK7	taxid:9606(Homo sapiens)	taxid:10377(Human herpesvirus 4 (strain B95-8))	VIRUS
P14868	A0A218M2D5	taxid:9606(Homo sapiens)	taxid:11624(Lymphocytic choriomeningitis virus (strain Armstrong))	VIRUS
P14868	Q69117	taxid:9606(Homo sapiens)	taxid:10376(Human herpesvirus 4)	VIRUS
P14868	P03496	taxid:9606(Homo sapiens)	taxid:211044(Influenza A virus (A/Puerto Rico/8/34(H1N1)))	VIRUS
P14868	Q1HVI8	taxid:9606(Homo sapiens)	taxid:82830(Epstein-barr virus strain ag876)	VIRUS
P14868	NP_579876	taxid:9606(Homo sapiens)	taxid:11676(Human immunodeficiency virus 1)	VIRUS
O43747	Q77M19	taxid:9606(Homo sapiens)	taxid:132487(Measles virus strain Schwarz)	VIRUS
P26196	Q99IB8-PRO_0000045598	taxid:9606(Homo sapiens)	taxid:356411(Hepatitis C virus JFH-1)	VIRUS
P26196	NP_579894	taxid:9606(Homo sapiens)	taxid:11676(Human immunodeficiency virus 1)	VIRUS
P26196	P15682	taxid:9606(Homo sapiens)	taxid:381518(Influenza A virus (A/Wilson-Smith/1933(H1N1)))	VIRUS
P26196	Q99IB8-PRO_0000045601	taxid:9606(Homo sapiens)	taxid:356411(Hepatitis C virus JFH-1)	VIRUS
P26196	Q77M19	taxid:9606(Homo sapiens)	taxid:132487(Measles virus strain Schwarz)	VIRUS
P26196	P09992	taxid:9606(Homo sapiens)	taxid:11624(Lymphocytic choriomeningitis virus (strain Armstrong))	VIRUS
P26196	P03470	taxid:9606(Homo sapiens)	taxid:381518(Influenza A virus (A/Wilson-Smith/1933(H1N1)))	VIRUS
P26196	Q6VGS8	taxid:9606(Homo sapiens)	taxid:28285(Human adenovirus 5)	VIRUS
P26196	P03070	taxid:9606(Homo sapiens)	taxid:1891767(sv40)	VIRUS
P26196	P05777	taxid:9606(Homo sapiens)	taxid:381518(Influenza A virus (A/Wilson-Smith/1933(H1N1)))	VIRUS
P26196	P0C6Z1	taxid:9606(Homo sapiens)	taxid:82830(Epstein-barr virus strain ag876)	VIRUS
P26196	G3CKS7	taxid:9606(Homo sapiens)	taxid:10376(Human herpesvirus 4)	VIRUS
O60220	Q1HVD3	taxid:9606(Homo sapiens)	taxid:82830(Epstein-barr virus strain ag876)	VIRUS
O60220	Q05128	taxid:9606(Homo sapiens)	taxid:128952(Zaire ebolavirus - Mayinga (Zaire, 1976))	VIRUS
O60220	Q99IB8-PRO_0000045597	taxid:9606(Homo sapiens)	taxid:356411(Hepatitis C virus JFH-1)	VIRUS
O60220	P29991-PRO_0000308279	taxid:9606(Homo sapiens)	taxid:31635(Dengue virus 2 16681-PDK53)	VIRUS
O60220	B8ZX49	taxid:9606(Homo sapiens)	taxid:493803(Merkel cell polyomavirus)	VIRUS
O60220	B4URF7	taxid:9606(Homo sapiens)	taxid:381518(Influenza A virus (A/Wilson-Smith/1933(H1N1)))	VIRUS
O60220	NP_579895	taxid:9606(Homo sapiens)	taxid:11676(Human immunodeficiency virus 1)	VIRUS
Q9H2U1	P03431	taxid:9606(Homo sapiens)	taxid:211044(Influenza A virus (A/Puerto Rico/8/34(H1N1)))	VIRUS
Q9H2U1	P03428	taxid:9606(Homo sapiens)	taxid:211044(Influenza A virus (A/Puerto Rico/8/34(H1N1)))	VIRUS
Q9H2U1	P17388	taxid:9606(Homo sapiens)	taxid:10585(Human papillomavirus type 31)	VIRUS
Q9H2U1	P29991-PRO_0000037936	taxid:9606(Homo sapiens)	taxid:31635(Dengue virus 2 16681-PDK53)	VIRUS
Q9H2U1	P05777	taxid:9606(Homo sapiens)	taxid:381518(Influenza A virus (A/Wilson-Smith/1933(H1N1)))	VIRUS
Q9H2U1	YP_009227196	taxid:9606(Homo sapiens)	taxid:64320(Zika virus)	VIRUS
Q9H2U1	P03470	taxid:9606(Homo sapiens)	taxid:381518(Influenza A virus (A/Wilson-Smith/1933(H1N1)))	VIRUS
Q9H2U1	P15682	taxid:9606(Homo sapiens)	taxid:381518(Influenza A virus (A/Wilson-Smith/1933(H1N1)))	VIRUS
Q8WWP7	P03454	taxid:9606(Homo sapiens)	taxid:381518(Influenza A virus (A/Wilson-Smith/1933(H1N1)))	VIRUS
Q15392	P0C737	taxid:9606(Homo sapiens)	taxid:82830(Epstein-barr virus strain ag876)	VIRUS
Q15392	Q20MH8	taxid:9606(Homo sapiens)	taxid:381518(Influenza A virus (A/Wilson-Smith/1933(H1N1)))	VIRUS
Q15392	P06460	taxid:9606(Homo sapiens)	taxid:10600(Human papillomavirus type 6b)	VIRUS
Q15392	P06792	taxid:9606(Homo sapiens)	taxid:333761(Human papillomavirus type 18)	VIRUS
Q15392	P04578	taxid:9606(Homo sapiens)	taxid:11706(HIV-1 M:B_HXB2R)	VIRUS
Q15392	P04578	taxid:9606(Homo sapiens)	taxid:11706(HIV-1 M:B_HXB2R)	VIRUS
Q15392	P06927	taxid:9606(Homo sapiens)	taxid:333760(Human papillomavirus type 16)	VIRUS
O60610	NP_705926	taxid:9606(Homo sapiens)	taxid:11676(Human immunodeficiency virus 1)	VIRUS
Q14204	P0CK57	taxid:9606(Homo sapiens)	taxid:82830(Epstein-barr virus strain ag876)	VIRUS
Q14204	P05777	taxid:9606(Homo sapiens)	taxid:381518(Influenza A virus (A/Wilson-Smith/1933(H1N1)))	VIRUS
Q14204	A0A218M2D5	taxid:9606(Homo sapiens)	taxid:11624(Lymphocytic choriomeningitis virus (strain Armstrong))	VIRUS
Q14204	P06463	taxid:9606(Homo sapiens)	taxid:333761(Human papillomavirus type 18)	VIRUS
Q14204	P0CK48	taxid:9606(Homo sapiens)	taxid:82830(Epstein-barr virus strain ag876)	VIRUS
Q14204	P03431	taxid:9606(Homo sapiens)	taxid:211044(Influenza A virus (A/Puerto Rico/8/34(H1N1)))	VIRUS
Q14204	P06821	taxid:9606(Homo sapiens)	taxid:211044(Influenza A virus (A/Puerto Rico/8/34(H1N1)))	VIRUS
